#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  51600      2.88e+00    4.43e+00      2.35e-02    3.24e-02      1.35e-01    2.08e-01    4.5e-05
  51800      4.31e+00    4.59e+00      7.79e-04    4.07e-02      2.03e-01    2.16e-01    4.5e-05
  52000      3.45e+00    2.89e+00      2.33e-02    1.72e-02      1.62e-01    1.36e-01    4.5e-05
  52200      4.11e+00    3.53e+00      1.16e-02    3.08e-02      1.93e-01    1.66e-01    4.5e-05
  52400      2.58e+00    4.07e+00      7.06e-02    4.89e-02      1.20e-01    1.91e-01    4.5e-05
  52600      2.73e+00    5.80e+00      2.41e-01    2.30e-01      8.26e-02    2.56e-01    4.5e-05
  52800      1.07e+00    2.28e+00      2.32e-02    2.40e-02      5.02e-02    1.07e-01    4.5e-05
  53000      2.72e+00    4.02e+00      5.44e-02    8.94e-02      1.27e-01    1.86e-01    4.5e-05
  53200      3.77e+00    4.57e+00      1.99e-03    7.42e-02      1.77e-01    2.14e-01    4.5e-05
  53400      9.22e+00    3.17e+00      7.92e-04    2.83e-02      4.34e-01    1.49e-01    4.5e-05
  53600      3.41e+00    2.43e+00      4.44e-02    2.76e-02      1.60e-01    1.14e-01    4.5e-05
  53800      4.72e+00    3.34e+00      5.13e-02    2.34e-02      2.21e-01    1.57e-01    4.5e-05
  54000      2.62e+00    4.44e+00      4.95e-02    1.43e-02      1.22e-01    2.09e-01    4.5e-05
  54200      2.68e+00    2.69e+00      3.96e-02    3.64e-03      1.25e-01    1.26e-01    4.5e-05
  54400      3.27e+00    4.32e+00      5.99e-02    2.22e-02      1.53e-01    2.03e-01    4.5e-05
  54600      4.52e+00    3.06e+00      1.77e-02    1.56e-02      2.13e-01    1.44e-01    4.5e-05
  54800      9.53e-01    3.20e+00      1.54e-03    5.67e-02      4.48e-02    1.50e-01    4.5e-05
  55000      1.03e+00    4.46e+00      1.19e-02    2.21e-02      5.02e-02    2.18e-01    4.2e-05
  55200      3.21e+00    7.86e+00      1.33e-02    3.08e-02      1.57e-01    3.85e-01    4.2e-05
  55400      3.95e+00    4.13e+00      8.82e-02    2.01e-02      1.92e-01    2.02e-01    4.2e-05
  55600      8.14e-01    4.07e+00      4.01e-02    8.68e-03      3.94e-02    1.99e-01    4.2e-05
  55800      6.94e+00    3.29e+00      1.08e-01    5.72e-02      3.38e-01    1.60e-01    4.2e-05
  56000      3.83e+00    3.17e+00      3.83e-02    1.78e-02      1.87e-01    1.55e-01    4.2e-05
  56200      4.33e+00    4.40e+00      3.18e-02    7.93e-03      2.12e-01    2.15e-01    4.2e-05
  56400      2.90e+00    3.67e+00      3.59e-02    2.04e-02      1.42e-01    1.80e-01    4.2e-05
  56600      3.65e+00    3.21e+00      7.57e-02    2.49e-02      1.77e-01    1.57e-01    4.2e-05
  56800      2.92e+00    2.99e+00      5.55e-02    1.04e-01      1.42e-01    1.43e-01    4.2e-05
  57000      8.26e+00    3.44e+00      1.73e-03    3.01e-02      4.04e-01    1.68e-01    4.2e-05
  57200      2.08e+00    2.74e+00      2.34e-02    1.33e-02      1.02e-01    1.34e-01    4.2e-05
  57400      1.94e+00    3.00e+00      5.57e-02    1.16e-01      9.18e-02    1.43e-01    4.2e-05
  57600      4.33e+00    4.80e+00      7.09e-02    5.95e-03      2.11e-01    2.35e-01    4.2e-05
  57800      3.14e+00    3.51e+00      2.58e-03    1.55e-02      1.54e-01    1.71e-01    4.2e-05
  58000      6.47e+00    3.97e+00      5.94e-02    5.91e-02      3.16e-01    1.94e-01    4.2e-05
  58200      3.19e+00    2.46e+00      1.75e-03    6.80e-03      1.56e-01    1.20e-01    4.2e-05
  58400      6.34e+00    3.24e+00      1.02e-02    3.05e-02      3.10e-01    1.58e-01    4.2e-05
  58600      7.31e+00    2.23e+00      1.10e-02    4.11e-02      3.58e-01    1.08e-01    4.2e-05
  58800      1.07e+00    5.60e+00      1.51e-01    2.30e-02      4.66e-02    2.74e-01    4.2e-05
  59000      3.23e+00    3.84e+00      4.29e-02    3.78e-04      1.58e-01    1.88e-01    4.2e-05
  59200      2.41e+00    3.35e+00      1.34e-02    1.52e-02      1.18e-01    1.64e-01    4.2e-05
  59400      2.90e+00    3.64e+00      5.06e-02    3.41e-02      1.41e-01    1.78e-01    4.2e-05
  59600      2.45e+00    5.94e+00      1.78e-02    2.21e-03      1.20e-01    2.91e-01    4.2e-05
  59800      4.07e+00    2.48e+00      4.12e-02    1.22e-01      1.99e-01    1.16e-01    4.2e-05
  60000      2.31e+00    3.38e+00      6.56e-02    4.53e-03      1.16e-01    1.72e-01    3.8e-05
  60200      2.84e+00    4.41e+00      8.55e-02    6.34e-04      1.42e-01    2.24e-01    3.8e-05
  60400      3.52e+00    2.00e+00      1.84e-02    8.61e-02      1.79e-01    9.85e-02    3.8e-05
  60600      8.61e-01    2.82e+00      2.59e-02    2.81e-03      4.36e-02    1.43e-01    3.8e-05
  60800      3.66e+00    3.91e+00      2.54e-02    1.90e-02      1.86e-01    1.99e-01    3.8e-05
  61000      3.13e+00    2.85e+00      2.03e-02    8.18e-02      1.59e-01    1.43e-01    3.8e-05
  61200      3.12e+00    3.53e+00      1.41e-02    1.50e-02      1.59e-01    1.80e-01    3.8e-05
  61400      3.60e+00    3.07e+00      1.67e-02    1.30e-02      1.83e-01    1.56e-01    3.8e-05
  61600      2.32e+00    4.95e+00      3.08e-02    3.17e-03      1.18e-01    2.52e-01    3.8e-05
  61800      2.95e+00    4.20e+00      5.52e-02    1.67e-02      1.49e-01    2.14e-01    3.8e-05
  62000      2.95e+00    1.99e+01      8.60e-02    1.37e-02      1.48e-01    1.02e+00    3.8e-05
  62200      7.14e-01    4.56e+00      3.18e-03    1.96e-02      3.64e-02    2.32e-01    3.8e-05
  62400      2.84e+00    4.24e+00      3.85e-02    2.32e-02      1.44e-01    2.16e-01    3.8e-05
  62600      3.14e+00    6.64e+00      8.16e-02    1.47e-01      1.58e-01    3.35e-01    3.8e-05
  62800      3.12e+00    3.11e+00      3.24e-03    1.57e-02      1.59e-01    1.58e-01    3.8e-05
  63000      7.70e-01    2.29e+00      2.04e-02    7.09e-04      3.90e-02    1.17e-01    3.8e-05
  63200      1.97e+00    4.42e+00      6.07e-03    1.79e-02      1.00e-01    2.25e-01    3.8e-05
  63400      8.82e-01    3.20e+00      4.11e-02    1.02e-02      4.44e-02    1.63e-01    3.8e-05
  63600      3.49e+00    3.46e+00      8.79e-02    3.99e-02      1.76e-01    1.76e-01    3.8e-05
  63800      1.63e+00    4.36e+00      1.03e-02    9.04e-03      8.31e-02    2.22e-01    3.8e-05
  64000      2.34e+00    2.96e+00      4.58e-02    1.26e-01      1.18e-01    1.46e-01    3.8e-05
  64200      3.06e+00    3.92e+00      2.14e-02    2.40e-02      1.56e-01    1.99e-01    3.8e-05
  64400      9.47e-01    2.82e+00      6.99e-02    4.57e-03      4.68e-02    1.44e-01    3.8e-05
  64600      2.79e+00    3.53e+00      5.69e-03    4.42e-02      1.42e-01    1.79e-01    3.8e-05
  64800      2.96e+00    2.23e+00      1.96e-01    1.76e-01      1.39e-01    1.00e-01    3.8e-05
  65000      6.62e-01    3.22e+00      1.26e-02    7.28e-02      3.50e-02    1.69e-01    3.6e-05
  65200      2.73e+00    5.07e+00      8.34e-04    2.21e-02      1.45e-01    2.68e-01    3.6e-05
  65400      3.10e+00    3.65e+00      5.54e-02    5.38e-02      1.64e-01    1.92e-01    3.6e-05
  65600      2.26e+00    2.67e+00      3.32e-02    3.15e-03      1.19e-01    1.42e-01    3.6e-05
  65800      2.88e+00    5.63e+00      1.99e-02    1.52e-02      1.53e-01    2.98e-01    3.6e-05
  66000      4.95e+00    1.51e+00      3.99e-02    6.42e-02      2.62e-01    7.91e-02    3.6e-05
  66200      3.24e+00    3.59e+00      9.74e-02    7.13e-02      1.69e-01    1.89e-01    3.6e-05
  66400      2.82e+00    3.61e+00      4.61e-02    4.51e-02      1.49e-01    1.91e-01    3.6e-05
  66600      8.68e-01    3.44e+00      9.33e-03    2.47e-02      4.60e-02    1.82e-01    3.6e-05
  66800      8.66e-01    3.62e+00      4.39e-03    1.57e-02      4.59e-02    1.91e-01    3.6e-05
  67000      4.04e+00    4.05e+00      1.54e-02    5.18e-03      2.14e-01    2.15e-01    3.6e-05
  67200      3.19e+00    3.04e+00      4.54e-02    1.76e-02      1.68e-01    1.61e-01    3.6e-05
  67400      3.69e+00    3.40e+00      1.40e-02    1.92e-03      1.95e-01    1.80e-01    3.6e-05
  67600      1.89e+00    5.18e+00      6.16e-03    7.57e-03      1.00e-01    2.75e-01    3.6e-05
  67800      3.16e+00    3.51e+00      7.42e-02    4.17e-02      1.65e-01    1.85e-01    3.6e-05
  68000      6.05e+00    2.93e+00      4.89e-02    6.83e-03      3.20e-01    1.55e-01    3.6e-05
  68200      8.25e-01    3.43e+00      1.17e-05    1.01e-02      4.37e-02    1.82e-01    3.6e-05
  68400      1.00e+00    3.58e+00      1.20e-02    9.22e-03      5.29e-02    1.90e-01    3.6e-05
  68600      3.81e+00    3.82e+00      7.44e-03    5.32e-04      2.02e-01    2.02e-01    3.6e-05
  68800      1.03e+00    5.71e+00      9.01e-03    8.64e-03      5.48e-02    3.03e-01    3.6e-05
  69000      2.48e+00    3.77e+00      7.00e-02    8.08e-03      1.30e-01    2.00e-01    3.6e-05
  69200      4.87e+00    2.70e+00      4.05e-02    8.65e-02      2.58e-01    1.40e-01    3.6e-05
  69400      7.08e-01    3.82e+00      3.80e-02    1.13e-02      3.69e-02    2.02e-01    3.6e-05
  69600      1.70e+00    3.73e+00      1.27e-02    5.14e-04      9.00e-02    1.98e-01    3.6e-05
  69800      2.67e+00    4.95e+00      5.70e-02    5.68e-02      1.40e-01    2.61e-01    3.6e-05
  70000      4.16e+00    4.28e+00      9.78e-03    1.89e-03      2.29e-01    2.36e-01    3.3e-05
  70200      7.77e-01    2.66e+00      4.82e-02    6.13e-03      4.19e-02    1.46e-01    3.3e-05
  70400      2.64e+00    2.37e+00      5.12e-02    2.87e-03      1.44e-01    1.31e-01    3.3e-05
  70600      1.60e+00    3.11e+00      3.54e-02    5.40e-02      8.60e-02    1.70e-01    3.3e-05
  70800      6.25e+00    1.75e+00      1.65e-02    1.56e-02      3.44e-01    9.65e-02    3.3e-05
  71000      3.89e+00    3.50e+00      1.03e-02    7.41e-02      2.14e-01    1.91e-01    3.3e-05
  71200      2.87e+00    2.55e+00      2.74e-02    1.98e-02      1.58e-01    1.41e-01    3.3e-05
  71400      3.45e+00    2.33e+00      3.95e-02    9.29e-02      1.89e-01    1.25e-01    3.3e-05
  71600      1.70e+00    3.77e+00      8.69e-03    1.52e-02      9.39e-02    2.08e-01    3.3e-05
  71800      2.87e+00    3.85e+00      4.11e-02    1.80e-02      1.58e-01    2.12e-01    3.3e-05
  72000      2.33e+00    3.11e+00      5.79e-02    8.25e-03      1.27e-01    1.72e-01    3.3e-05
  72200      2.82e+00    3.96e+00      2.03e-02    2.17e-02      1.55e-01    2.18e-01    3.3e-05
  72400      1.06e+00    2.60e+00      8.47e-03    5.79e-02      5.83e-02    1.42e-01    3.3e-05
  72600      2.92e+00    2.20e+00      3.57e-02    2.17e-02      1.61e-01    1.21e-01    3.3e-05
  72800      5.38e+00    9.22e+00      4.09e-03    2.57e-01      2.97e-01    5.00e-01    3.3e-05
  73000      2.14e+00    3.81e+00      6.37e-02    5.75e-03      1.16e-01    2.10e-01    3.3e-05
  73200      6.43e-01    3.68e+00      1.38e-02    7.42e-04      3.54e-02    2.03e-01    3.3e-05
  73400      3.69e+00    4.42e+00      5.31e-02    1.23e-02      2.03e-01    2.44e-01    3.3e-05
  73600      3.68e+00    1.74e+00      2.64e-02    4.82e-03      2.03e-01    9.57e-02    3.3e-05
  73800      7.74e-01    3.01e+00      1.10e-02    2.53e-02      4.26e-02    1.66e-01    3.3e-05
  74000      2.61e+00    3.34e+00      2.93e-04    1.25e-02      1.44e-01    1.84e-01    3.3e-05
  74200      1.11e+00    3.03e+00      5.10e-03    3.54e-03      6.12e-02    1.67e-01    3.3e-05
  74400      2.53e+00    2.64e+00      5.18e-02    2.79e-02      1.38e-01    1.45e-01    3.3e-05
  74600      2.40e+00    3.73e+00      4.40e-02    1.51e-02      1.32e-01    2.06e-01    3.3e-05
  74800      1.49e+00    8.04e+00      2.41e-02    9.48e-03      8.12e-02    4.43e-01    3.3e-05
  75000      6.56e-01    4.44e+00      3.32e-02    1.67e-02      3.71e-02    2.55e-01    3.0e-05
  75200      9.42e-01    3.40e+00      1.88e-02    4.92e-04      5.39e-02    1.95e-01    3.0e-05
  75400      2.86e+00    4.78e+00      1.53e-01    4.76e-02      1.55e-01    2.73e-01    3.0e-05
  75600      3.41e+00    3.52e+00      6.78e-03    2.85e-03      1.96e-01    2.02e-01    3.0e-05
  75800      1.72e+00    2.76e+00      2.71e-02    2.71e-02      9.80e-02    1.58e-01    3.0e-05
  76000      5.67e+00    4.87e+00      3.17e-03    9.84e-03      3.25e-01    2.79e-01    3.0e-05
  76200      2.57e+00    5.05e+00      6.95e-02    8.37e-03      1.46e-01    2.90e-01    3.0e-05
  76400      1.95e+00    2.76e+00      3.23e-02    1.83e-02      1.11e-01    1.58e-01    3.0e-05
  76600      9.32e-01    3.33e+00      4.87e-02    6.46e-02      5.26e-02    1.90e-01    3.0e-05
  76800      9.06e-01    3.02e+00      2.99e-02    2.28e-03      5.17e-02    1.73e-01    3.0e-05
  77000      2.34e+00    2.43e+00      3.69e-02    1.14e-02      1.34e-01    1.40e-01    3.0e-05
  77200      5.49e+00    3.16e+00      4.78e-02    1.38e-02      3.14e-01    1.81e-01    3.0e-05
  77400      2.60e+00    3.97e+00      5.43e-02    1.73e-02      1.48e-01    2.27e-01    3.0e-05
  77600      2.43e+00    2.16e+00      5.15e-02    6.25e-03      1.38e-01    1.24e-01    3.0e-05
  77800      8.94e-01    3.37e+00      4.58e-02    1.62e-02      5.05e-02    1.93e-01    3.0e-05
  78000      2.99e+00    2.17e+00      6.21e-02    4.02e-02      1.70e-01    1.24e-01    3.0e-05
  78200      9.70e-01    2.84e+00      6.86e-03    3.90e-02      5.56e-02    1.62e-01    3.0e-05
  78400      8.90e-01    2.86e+00      3.30e-02    2.86e-02      5.06e-02    1.64e-01    3.0e-05
  78600      1.95e+00    2.44e+00      7.21e-02    3.42e-02      1.09e-01    1.40e-01    3.0e-05
  78800      3.10e+00    4.95e+00      3.53e-02    2.00e-01      1.77e-01    2.75e-01    3.0e-05
  79000      9.87e-01    3.75e+00      1.42e-02    1.12e-02      5.66e-02    2.15e-01    3.0e-05
  79200      9.04e-01    2.20e+00      2.97e-02    1.08e-02      5.15e-02    1.26e-01    3.0e-05
  79400      2.45e+00    3.78e+00      2.03e-03    6.00e-02      1.40e-01    2.16e-01    3.0e-05
  79600      2.57e+00    3.69e+00      1.78e-02    2.65e-02      1.47e-01    2.11e-01    3.0e-05
  79800      5.36e+00    1.52e+00      3.75e-02    3.64e-02      3.07e-01    8.64e-02    3.0e-05
  80000      6.85e-01    1.86e+00      6.96e-02    4.08e-02      3.82e-02    1.10e-01    2.8e-05
  80200      3.62e+00    2.56e+00      3.16e-02    3.20e-03      2.15e-01    1.53e-01    2.8e-05
  80400      2.32e+00    2.72e+00      2.45e-02    4.67e-02      1.38e-01    1.61e-01    2.8e-05
  80600      3.36e+00    2.84e+00      1.48e-03    1.65e-03      2.01e-01    1.69e-01    2.8e-05
  80800      2.08e+00    3.18e+00      7.96e-03    2.52e-03      1.24e-01    1.90e-01    2.8e-05
  81000      8.59e-01    3.04e+00      8.65e-02    7.85e-03      4.80e-02    1.81e-01    2.8e-05
  81200      2.01e+00    4.05e+00      5.09e-01    5.20e-01      5.78e-02    1.40e-01    2.8e-05
  81400      2.84e+00    5.00e+00      4.16e-02    2.65e-03      1.69e-01    2.98e-01    2.8e-05
  81600      7.92e-01    3.32e+00      3.60e-02    6.34e-03      4.67e-02    1.98e-01    2.8e-05
  81800      1.79e+00    2.34e+00      2.10e-02    3.05e-03      1.07e-01    1.40e-01    2.8e-05
  82000      7.74e-01    4.42e+00      1.54e-02    1.94e-02      4.61e-02    2.64e-01    2.8e-05
  82200      6.85e+00    3.31e+00      5.79e-02    3.66e-02      4.08e-01    1.97e-01    2.8e-05
  82400      7.14e-01    3.52e+00      2.45e-03    3.45e-02      4.26e-02    2.10e-01    2.8e-05
  82600      2.06e+00    1.52e+00      2.25e-02    2.77e-02      1.23e-01    9.02e-02    2.8e-05
  82800      4.65e+00    3.27e+00      2.46e-02    4.24e-02      2.77e-01    1.94e-01    2.8e-05
  83000      8.03e-01    3.45e+00      3.84e-03    1.61e-02      4.79e-02    2.05e-01    2.8e-05
  83200      2.45e+00    1.24e+00      4.28e-02    1.10e-02      1.45e-01    7.42e-02    2.8e-05
  83400      2.97e+00    3.09e+00      7.26e-03    2.48e-02      1.77e-01    1.84e-01    2.8e-05
  83600      2.46e+00    2.70e+00      2.83e-02    1.87e-02      1.46e-01    1.61e-01    2.8e-05
  83800      2.33e+00    2.61e+00      2.29e-02    4.50e-02      1.39e-01    1.55e-01    2.8e-05
  84000      9.32e-01    3.01e+00      6.13e-03    2.24e-02      5.56e-02    1.79e-01    2.8e-05
  84200      1.97e+00    2.56e+00      6.88e-02    6.87e-03      1.15e-01    1.53e-01    2.8e-05
  84400      2.51e+00    2.20e+00      6.44e-02    9.87e-03      1.48e-01    1.31e-01    2.8e-05
  84600      6.05e+00    3.94e+00      2.17e-02    3.02e-02      3.61e-01    2.34e-01    2.8e-05
  84800      1.82e+00    3.24e+00      3.82e-03    2.26e-03      1.09e-01    1.94e-01    2.8e-05
  85000      4.83e+00    2.57e+00      8.42e-03    3.75e-02      3.00e-01    1.59e-01    2.6e-05
  85200      2.50e+00    2.82e+00      5.80e-02    4.36e-02      1.53e-01    1.73e-01    2.6e-05
  85400      2.93e+00    3.43e+00      2.30e-02    1.21e-02      1.81e-01    2.13e-01    2.6e-05
  85600      1.44e+00    4.23e+00      1.09e-02    1.82e-02      8.91e-02    2.63e-01    2.6e-05
  85800      3.37e+00    2.17e+00      2.27e-02    1.49e-03      2.09e-01    1.35e-01    2.6e-05
  86000      1.61e+00    5.53e+00      2.96e-02    1.37e-01      9.92e-02    3.39e-01    2.6e-05
  86200      2.38e+00    1.95e+00      1.36e-02    3.72e-02      1.48e-01    1.17e-01    2.6e-05
  86400      7.92e-01    2.73e+00      8.40e-02    8.53e-02      4.57e-02    1.66e-01    2.6e-05
  86600      6.29e-01    2.79e+00      2.55e-02    4.61e-04      3.86e-02    1.73e-01    2.6e-05
  86800      1.18e+00    3.34e+00      1.58e-02    1.06e-02      7.25e-02    2.07e-01    2.6e-05
  87000      2.61e+00    2.62e+00      1.28e-01    2.51e-02      1.54e-01    1.62e-01    2.6e-05
  87200      1.83e+00    4.02e+00      4.85e-02    3.16e-02      1.09e-01    2.49e-01    2.6e-05
  87400      2.85e+00    3.64e+00      7.48e-03    8.62e-03      1.77e-01    2.26e-01    2.6e-05
  87600      9.15e-01    2.52e+00      2.35e-02    1.43e-02      5.66e-02    1.56e-01    2.6e-05
  87800      5.99e-01    1.96e+00      4.36e-03    2.72e-03      3.72e-02    1.22e-01    2.6e-05
  88000      2.58e+00    3.98e+00      3.29e-03    1.48e-02      1.60e-01    2.47e-01    2.6e-05
  88200      7.44e+00    8.42e-01      1.35e-02    1.69e-02      4.62e-01    5.18e-02    2.6e-05
  88400      1.06e+00    2.57e+00      2.37e-03    5.02e-02      6.56e-02    1.58e-01    2.6e-05
  88600      5.53e-01    2.42e+00      9.15e-03    2.00e-02      3.43e-02    1.50e-01    2.6e-05
  88800      1.82e+00    3.18e+00      1.80e-02    1.36e-02      1.13e-01    1.97e-01    2.6e-05
  89000      2.88e+00    4.25e+00      1.68e-02    1.69e-02      1.79e-01    2.63e-01    2.6e-05
  89200      2.10e+00    2.67e+00      4.72e-03    4.52e-03      1.31e-01    1.66e-01    2.6e-05
  89400      2.11e+00    3.46e+00      2.73e-02    2.44e-02      1.30e-01    2.15e-01    2.6e-05
  89600      5.40e+00    4.42e+00      3.74e-02    1.55e-02      3.35e-01    2.74e-01    2.6e-05
  89800      3.31e+00    3.06e+00      1.48e-02    1.51e-03      2.05e-01    1.90e-01    2.6e-05
  90000      1.46e+00    2.33e+00      1.36e-02    2.30e-04      9.41e-02    1.51e-01    2.4e-05
  90200      1.61e+00    3.78e+00      2.05e-02    2.90e-02      1.04e-01    2.43e-01    2.4e-05
  90400      1.41e+00    3.52e+00      1.69e-02    7.38e-02      9.04e-02    2.25e-01    2.4e-05
  90600      7.10e-01    3.38e+00      3.15e-02    2.65e-02      4.53e-02    2.18e-01    2.4e-05
  90800      5.37e-01    3.10e+00      3.37e-02    2.93e-02      3.38e-02    2.00e-01    2.4e-05
  91000      2.37e+00    2.69e+00      6.97e-02    1.95e-02      1.50e-01    1.74e-01    2.4e-05
  91200      6.03e-01    1.78e+00      1.38e-02    1.26e-02      3.88e-02    1.15e-01    2.4e-05
  91400      8.87e-01    7.48e+00      3.08e-02    2.80e-01      5.69e-02    4.68e-01    2.4e-05
  91600      6.50e-01    3.19e+00      3.73e-03    5.00e-02      4.20e-02    2.05e-01    2.4e-05
  91800      3.17e+00    1.93e+00      2.08e-02    6.36e-03      2.04e-01    1.24e-01    2.4e-05
  92000      2.76e+00    3.11e+00      1.03e-01    1.37e-02      1.73e-01    2.01e-01    2.4e-05
  92200      2.68e+00    3.34e+00      7.69e-03    9.69e-03      1.73e-01    2.16e-01    2.4e-05
  92400      8.50e+00    2.11e+00      1.99e-02    2.19e-02      5.49e-01    1.35e-01    2.4e-05
  92600      2.07e+00    1.72e+00      3.34e-02    9.54e-03      1.33e-01    1.11e-01    2.4e-05
